window_start,window_end,window_index,Open_day1,Open_day2,Open_day3,Open_day4,Open_day5,Open_day6,Open_day7,High_day1,High_day2,High_day3,High_day4,High_day5,High_day6,High_day7,Low_day1,Low_day2,Low_day3,Low_day4,Low_day5,Low_day6,Low_day7,Close_day1,Close_day2,Close_day3,Close_day4,Close_day5,Close_day6,Close_day7,Volume_day1,Volume_day2,Volume_day3,Volume_day4,Volume_day5,Volume_day6,Volume_day7,Number_of_Trades_day1,Number_of_Trades_day2,Number_of_Trades_day3,Number_of_Trades_day4,Number_of_Trades_day5,Number_of_Trades_day6,Number_of_Trades_day7,Return_%_day1,Return_%_day2,Return_%_day3,Return_%_day4,Return_%_day5,Return_%_day6,Return_%_day7,Volatility_day1,Volatility_day2,Volatility_day3,Volatility_day4,Volatility_day5,Volatility_day6,Volatility_day7,Taker_Buy_Base_Volume_day1,Taker_Buy_Base_Volume_day2,Taker_Buy_Base_Volume_day3,Taker_Buy_Base_Volume_day4,Taker_Buy_Base_Volume_day5,Taker_Buy_Base_Volume_day6,Taker_Buy_Base_Volume_day7,SP500_day1,SP500_day2,SP500_day3,SP500_day4,SP500_day5,SP500_day6,SP500_day7,NASDAQ_day1,NASDAQ_day2,NASDAQ_day3,NASDAQ_day4,NASDAQ_day5,NASDAQ_day6,NASDAQ_day7,DowJones_day1,DowJones_day2,DowJones_day3,DowJones_day4,DowJones_day5,DowJones_day6,DowJones_day7,Russell2000_day1,Russell2000_day2,Russell2000_day3,Russell2000_day4,Russell2000_day5,Russell2000_day6,Russell2000_day7,VIX_day1,VIX_day2,VIX_day3,VIX_day4,VIX_day5,VIX_day6,VIX_day7,DXY_day1,DXY_day2,DXY_day3,DXY_day4,DXY_day5,DXY_day6,DXY_day7,EURUSD_day1,EURUSD_day2,EURUSD_day3,EURUSD_day4,EURUSD_day5,EURUSD_day6,EURUSD_day7,USDJPY_day1,USDJPY_day2,USDJPY_day3,USDJPY_day4,USDJPY_day5,USDJPY_day6,USDJPY_day7,US10Y_day1,US10Y_day2,US10Y_day3,US10Y_day4,US10Y_day5,US10Y_day6,US10Y_day7,US2Y_day1,US2Y_day2,US2Y_day3,US2Y_day4,US2Y_day5,US2Y_day6,US2Y_day7,TIP_day1,TIP_day2,TIP_day3,TIP_day4,TIP_day5,TIP_day6,TIP_day7,Gold_day1,Gold_day2,Gold_day3,Gold_day4,Gold_day5,Gold_day6,Gold_day7,Oil_WTI_day1,Oil_WTI_day2,Oil_WTI_day3,Oil_WTI_day4,Oil_WTI_day5,Oil_WTI_day6,Oil_WTI_day7,Silver_day1,Silver_day2,Silver_day3,Silver_day4,Silver_day5,Silver_day6,Silver_day7,Copper_day1,Copper_day2,Copper_day3,Copper_day4,Copper_day5,Copper_day6,Copper_day7,NatGas_day1,NatGas_day2,NatGas_day3,NatGas_day4,NatGas_day5,NatGas_day6,NatGas_day7,HYG_day1,HYG_day2,HYG_day3,HYG_day4,HYG_day5,HYG_day6,HYG_day7,LQD_day1,LQD_day2,LQD_day3,LQD_day4,LQD_day5,LQD_day6,LQD_day7,GLD_day1,GLD_day2,GLD_day3,GLD_day4,GLD_day5,GLD_day6,GLD_day7,SPY_day1,SPY_day2,SPY_day3,SPY_day4,SPY_day5,SPY_day6,SPY_day7
2017-01-11,2017-01-17,847,908.11499,775.177979,803.737,825.142029,818.142029,821.78302,830.945984,919.447998,826.245972,829.000977,835.085022,823.307007,834.530029,910.560974,762.765015,755.755981,780.002991,812.455994,812.870972,820.270996,830.796021,777.757019,804.833984,823.984009,818.411987,821.797974,831.533997,907.937988,310928992,222326000,168968000,93063296,71013600,82755200,155095008,,,,,,,,-14.31365,3.481417,2.379376,-0.676229,0.413726,1.184722,9.188318,17.25365,9.093394,6.096271,2.74244,1.275577,1.735134,9.599295,,,,,,,,2275.320068,2270.439941,2274.639893,2274.639893,2274.639893,2274.639893,2267.889893,5563.649902,5547.490234,5574.120117,5574.120117,5574.120117,5574.120117,5538.72998,19954.279297,19891.0,19885.730469,19885.730469,19885.730469,19885.730469,19826.769531,1373.300049,1361.069946,1372.050049,1372.050049,1372.050049,1372.050049,1352.319946,11.26,11.54,11.23,11.23,11.23,11.23,11.87,101.779999,101.349998,101.18,101.18,101.18,101.18,100.330002,1.055242,1.059771,1.061684,1.061684,1.061684,1.062869,1.060299,115.872002,115.098,114.664001,114.664001,114.664001,114.226997,114.152,2.37,2.361,2.38,2.38,2.38,2.38,2.327,0.498,0.503,0.513,0.513,0.513,0.513,0.513,86.619362,86.695351,86.543449,86.543449,86.543449,86.543449,86.816765,1195.599976,1198.900024,1195.300049,1195.300049,1195.300049,1195.300049,1212.0,52.25,53.009998,52.369999,52.369999,52.369999,52.369999,52.48,16.783001,16.780001,16.719999,16.719999,16.719999,16.719999,17.101999,2.601,2.6605,2.6805,2.6805,2.6805,2.6805,2.6165,3.224,3.386,3.419,3.419,3.419,3.419,3.412,53.271622,53.283844,53.302155,53.302155,53.302155,53.302155,53.247215,84.957527,84.950371,84.777565,84.777565,84.777565,84.777565,85.144691,113.5,113.910004,114.209999,114.209999,114.209999,114.209999,115.849998,196.073746,195.581604,196.030579,196.030579,196.030579,196.030579,195.33992
2017-01-12,2017-01-18,848,775.177979,803.737,825.142029,818.142029,821.78302,830.945984,909.372986,826.245972,829.000977,835.085022,823.307007,834.530029,910.560974,917.499023,755.755981,780.002991,812.455994,812.870972,820.270996,830.796021,858.304016,804.833984,823.984009,818.411987,821.797974,831.533997,907.937988,886.617981,222326000,168968000,93063296,71013600,82755200,155095008,225676992,,,,,,,,3.481417,2.379376,-0.676229,0.413726,1.184722,9.188318,-2.348179,9.093394,6.096271,2.74244,1.275577,1.735134,9.599295,6.509431,,,,,,,,2270.439941,2274.639893,2274.639893,2274.639893,2274.639893,2267.889893,2271.889893,5547.490234,5574.120117,5574.120117,5574.120117,5574.120117,5538.72998,5555.649902,19891.0,19885.730469,19885.730469,19885.730469,19885.730469,19826.769531,19804.720703,1361.069946,1372.050049,1372.050049,1372.050049,1372.050049,1352.319946,1358.560059,11.54,11.23,11.23,11.23,11.23,11.87,12.48,101.349998,101.18,101.18,101.18,101.18,100.330002,100.93,1.059771,1.061684,1.061684,1.061684,1.062869,1.060299,1.069679,115.098,114.664001,114.664001,114.664001,114.226997,114.152,112.877998,2.361,2.38,2.38,2.38,2.38,2.327,2.389,0.503,0.513,0.513,0.513,0.513,0.513,0.515,86.695351,86.543449,86.543449,86.543449,86.543449,86.816765,86.391609,1198.900024,1195.300049,1195.300049,1195.300049,1195.300049,1212.0,1211.300049,53.009998,52.369999,52.369999,52.369999,52.369999,52.48,51.080002,16.780001,16.719999,16.719999,16.719999,16.719999,17.101999,17.235001,2.6605,2.6805,2.6805,2.6805,2.6805,2.6165,2.608,3.386,3.419,3.419,3.419,3.419,3.412,3.302,53.283844,53.302155,53.302155,53.302155,53.302155,53.247215,53.296047,84.950371,84.777565,84.777565,84.777565,84.777565,85.144691,84.58326,113.910004,114.209999,114.209999,114.209999,114.209999,115.849998,114.870003,195.581604,196.030579,196.030579,196.030579,196.030579,195.33992,195.771561
2017-01-13,2017-01-19,849,803.737,825.142029,818.142029,821.78302,830.945984,909.372986,888.335022,829.000977,835.085022,823.307007,834.530029,910.560974,917.499023,904.614014,780.002991,812.455994,812.870972,820.270996,830.796021,858.304016,884.338013,823.984009,818.411987,821.797974,831.533997,907.937988,886.617981,899.072998,168968000,93063296,71013600,82755200,155095008,225676992,105625000,,,,,,,,2.379376,-0.676229,0.413726,1.184722,9.188318,-2.348179,1.404778,6.096271,2.74244,1.275577,1.735134,9.599295,6.509431,2.282472,,,,,,,,2274.639893,2274.639893,2274.639893,2274.639893,2267.889893,2271.889893,2263.689941,5574.120117,5574.120117,5574.120117,5574.120117,5538.72998,5555.649902,5540.080078,19885.730469,19885.730469,19885.730469,19885.730469,19826.769531,19804.720703,19732.400391,1372.050049,1372.050049,1372.050049,1372.050049,1352.319946,1358.560059,1345.73999,11.23,11.23,11.23,11.23,11.87,12.48,12.78,101.18,101.18,101.18,101.18,100.330002,100.93,101.150002,1.061684,1.061684,1.061684,1.062869,1.060299,1.069679,1.062778,114.664001,114.664001,114.664001,114.226997,114.152,112.877998,114.762001,2.38,2.38,2.38,2.38,2.327,2.389,2.459,0.513,0.513,0.513,0.513,0.513,0.515,0.503,86.543449,86.543449,86.543449,86.543449,86.816765,86.391609,86.323273,1195.300049,1195.300049,1195.300049,1195.300049,1212.0,1211.300049,1200.900024,52.369999,52.369999,52.369999,52.369999,52.48,51.080002,51.369999,16.719999,16.719999,16.719999,16.719999,17.101999,17.235001,16.966999,2.6805,2.6805,2.6805,2.6805,2.6165,2.608,2.6015,3.419,3.419,3.419,3.419,3.412,3.302,3.368,53.302155,53.302155,53.302155,53.302155,53.247215,53.296047,53.125114,84.777565,84.777565,84.777565,84.777565,85.144691,84.58326,84.295334,114.209999,114.209999,114.209999,114.209999,115.849998,114.870003,114.769997,196.030579,196.030579,196.030579,196.030579,195.33992,195.771561,195.046341
2017-01-14,2017-01-20,850,825.142029,818.142029,821.78302,830.945984,909.372986,888.335022,898.171997,835.085022,823.307007,834.530029,910.560974,917.499023,904.614014,899.39801,812.455994,812.870972,820.270996,830.796021,858.304016,884.338013,887.007996,818.411987,821.797974,831.533997,907.937988,886.617981,899.072998,895.026001,93063296,71013600,82755200,155095008,225676992,105625000,86728400,,,,,,,,-0.676229,0.413726,1.184722,9.188318,-2.348179,1.404778,-0.45013,2.74244,1.275577,1.735134,9.599295,6.509431,2.282472,1.37947,,,,,,,,2274.639893,2274.639893,2274.639893,2267.889893,2271.889893,2263.689941,2271.310059,5574.120117,5574.120117,5574.120117,5538.72998,5555.649902,5540.080078,5555.330078,19885.730469,19885.730469,19885.730469,19826.769531,19804.720703,19732.400391,19827.25,1372.050049,1372.050049,1372.050049,1352.319946,1358.560059,1345.73999,1351.849976,11.23,11.23,11.23,11.87,12.48,12.78,11.54,101.18,101.18,101.18,100.330002,100.93,101.150002,100.739998,1.061684,1.061684,1.062869,1.060299,1.069679,1.062778,1.065973,114.664001,114.664001,114.226997,114.152,112.877998,114.762001,114.980003,2.38,2.38,2.38,2.327,2.389,2.459,2.467,0.513,0.513,0.513,0.513,0.515,0.503,0.48,86.543449,86.543449,86.543449,86.816765,86.391609,86.323273,86.338448,1195.300049,1195.300049,1195.300049,1212.0,1211.300049,1200.900024,1204.300049,52.369999,52.369999,52.369999,52.48,51.080002,51.369999,52.419998,16.719999,16.719999,16.719999,17.101999,17.235001,16.966999,16.997,2.6805,2.6805,2.6805,2.6165,2.608,2.6015,2.617,3.419,3.419,3.419,3.412,3.302,3.368,3.204,53.302155,53.302155,53.302155,53.247215,53.296047,53.125114,53.228893,84.777565,84.777565,84.777565,85.144691,84.58326,84.295334,84.44651,114.209999,114.209999,114.209999,115.849998,114.870003,114.769997,115.050003,196.030579,196.030579,196.030579,195.33992,195.771561,195.046341,195.762955
2017-01-15,2017-01-21,851,818.142029,821.78302,830.945984,909.372986,888.335022,898.171997,895.549011,823.307007,834.530029,910.560974,917.499023,904.614014,899.39801,927.367004,812.870972,820.270996,830.796021,858.304016,884.338013,887.007996,895.534973,821.797974,831.533997,907.937988,886.617981,899.072998,895.026001,921.789001,71013600,82755200,155095008,225676992,105625000,86728400,111158000,,,,,,,,0.413726,1.184722,9.188318,-2.348179,1.404778,-0.45013,2.990193,1.275577,1.735134,9.599295,6.509431,2.282472,1.37947,3.554471,,,,,,,,2274.639893,2274.639893,2267.889893,2271.889893,2263.689941,2271.310059,2271.310059,5574.120117,5574.120117,5538.72998,5555.649902,5540.080078,5555.330078,5555.330078,19885.730469,19885.730469,19826.769531,19804.720703,19732.400391,19827.25,19827.25,1372.050049,1372.050049,1352.319946,1358.560059,1345.73999,1351.849976,1351.849976,11.23,11.23,11.87,12.48,12.78,11.54,11.54,101.18,101.18,100.330002,100.93,101.150002,100.739998,100.739998,1.061684,1.062869,1.060299,1.069679,1.062778,1.065973,1.065973,114.664001,114.226997,114.152,112.877998,114.762001,114.980003,114.980003,2.38,2.38,2.327,2.389,2.459,2.467,2.467,0.513,0.513,0.513,0.515,0.503,0.48,0.48,86.543449,86.543449,86.816765,86.391609,86.323273,86.338448,86.338448,1195.300049,1195.300049,1212.0,1211.300049,1200.900024,1204.300049,1204.300049,52.369999,52.369999,52.48,51.080002,51.369999,52.419998,52.419998,16.719999,16.719999,17.101999,17.235001,16.966999,16.997,16.997,2.6805,2.6805,2.6165,2.608,2.6015,2.617,2.617,3.419,3.419,3.412,3.302,3.368,3.204,3.204,53.302155,53.302155,53.247215,53.296047,53.125114,53.228893,53.228893,84.777565,84.777565,85.144691,84.58326,84.295334,84.44651,84.44651,114.209999,114.209999,115.849998,114.870003,114.769997,115.050003,115.050003,196.030579,196.030579,195.33992,195.771561,195.046341,195.762955,195.762955
2017-01-16,2017-01-22,852,821.78302,830.945984,909.372986,888.335022,898.171997,895.549011,922.205017,834.530029,910.560974,917.499023,904.614014,899.39801,927.367004,937.525024,820.270996,830.796021,858.304016,884.338013,887.007996,895.534973,897.564026,831.533997,907.937988,886.617981,899.072998,895.026001,921.789001,924.672974,82755200,155095008,225676992,105625000,86728400,111158000,116573000,,,,,,,,1.184722,9.188318,-2.348179,1.404778,-0.45013,2.990193,0.312867,1.735134,9.599295,6.509431,2.282472,1.37947,3.554471,4.333201,,,,,,,,2274.639893,2267.889893,2271.889893,2263.689941,2271.310059,2271.310059,2271.310059,5574.120117,5538.72998,5555.649902,5540.080078,5555.330078,5555.330078,5555.330078,19885.730469,19826.769531,19804.720703,19732.400391,19827.25,19827.25,19827.25,1372.050049,1352.319946,1358.560059,1345.73999,1351.849976,1351.849976,1351.849976,11.23,11.87,12.48,12.78,11.54,11.54,11.54,101.18,100.330002,100.93,101.150002,100.739998,100.739998,100.739998,1.062869,1.060299,1.069679,1.062778,1.065973,1.065973,1.065973,114.226997,114.152,112.877998,114.762001,114.980003,114.980003,114.980003,2.38,2.327,2.389,2.459,2.467,2.467,2.467,0.513,0.513,0.515,0.503,0.48,0.48,0.48,86.543449,86.816765,86.391609,86.323273,86.338448,86.338448,86.338448,1195.300049,1212.0,1211.300049,1200.900024,1204.300049,1204.300049,1204.300049,52.369999,52.48,51.080002,51.369999,52.419998,52.419998,52.419998,16.719999,17.101999,17.235001,16.966999,16.997,16.997,16.997,2.6805,2.6165,2.608,2.6015,2.617,2.617,2.617,3.419,3.412,3.302,3.368,3.204,3.204,3.204,53.302155,53.247215,53.296047,53.125114,53.228893,53.228893,53.228893,84.777565,85.144691,84.58326,84.295334,84.44651,84.44651,84.44651,114.209999,115.849998,114.870003,114.769997,115.050003,115.050003,115.050003,196.030579,195.33992,195.771561,195.046341,195.762955,195.762955,195.762955
2017-01-17,2017-01-23,853,830.945984,909.372986,888.335022,898.171997,895.549011,922.205017,925.499023,910.560974,917.499023,904.614014,899.39801,927.367004,937.525024,928.265991,830.796021,858.304016,884.338013,887.007996,895.534973,897.564026,916.737976,907.937988,886.617981,899.072998,895.026001,921.789001,924.672974,921.012024,155095008,225676992,105625000,86728400,111158000,116573000,73588600,,,,,,,,9.188318,-2.348179,1.404778,-0.45013,2.990193,0.312867,-0.395918,9.599295,6.509431,2.282472,1.37947,3.554471,4.333201,1.2456,,,,,,,,2267.889893,2271.889893,2263.689941,2271.310059,2271.310059,2271.310059,2265.199951,5538.72998,5555.649902,5540.080078,5555.330078,5555.330078,5555.330078,5552.939941,19826.769531,19804.720703,19732.400391,19827.25,19827.25,19827.25,19799.849609,1352.319946,1358.560059,1345.73999,1351.849976,1351.849976,1351.849976,1347.839966,11.87,12.48,12.78,11.54,11.54,11.54,11.77,100.330002,100.93,101.150002,100.739998,100.739998,100.739998,100.160004,1.060299,1.069679,1.062778,1.065973,1.065973,1.065973,1.071375,114.152,112.877998,114.762001,114.980003,114.980003,114.980003,113.809998,2.327,2.389,2.459,2.467,2.467,2.467,2.403,0.513,0.515,0.503,0.48,0.48,0.48,0.473,86.816765,86.391609,86.323273,86.338448,86.338448,86.338448,86.687729,1212.0,1211.300049,1200.900024,1204.300049,1204.300049,1204.300049,1215.0,52.48,51.080002,51.369999,52.419998,52.419998,52.419998,52.75,17.101999,17.235001,16.966999,16.997,16.997,16.997,17.15,2.6165,2.608,2.6015,2.617,2.617,2.617,2.6395,3.412,3.302,3.368,3.204,3.204,3.204,3.243,53.247215,53.296047,53.125114,53.228893,53.228893,53.228893,53.228893,85.144691,84.58326,84.295334,84.44651,84.44651,84.44651,84.83519,115.849998,114.870003,114.769997,115.050003,115.050003,115.050003,115.790001,195.33992,195.771561,195.046341,195.762955,195.762955,195.762955,195.253525
2017-01-18,2017-01-24,854,909.372986,888.335022,898.171997,895.549011,922.205017,925.499023,910.677002,917.499023,904.614014,899.39801,927.367004,937.525024,928.265991,924.14502,858.304016,884.338013,887.007996,895.534973,897.564026,916.737976,892.286011,886.617981,899.072998,895.026001,921.789001,924.672974,921.012024,892.687012,225676992,105625000,86728400,111158000,116573000,73588600,111349000,,,,,,,,-2.348179,1.404778,-0.45013,2.990193,0.312867,-0.395918,-3.075423,6.509431,2.282472,1.37947,3.554471,4.333201,1.2456,3.498387,,,,,,,,2271.889893,2263.689941,2271.310059,2271.310059,2271.310059,2265.199951,2280.070068,5555.649902,5540.080078,5555.330078,5555.330078,5555.330078,5552.939941,5600.959961,19804.720703,19732.400391,19827.25,19827.25,19827.25,19799.849609,19912.710938,1358.560059,1345.73999,1351.849976,1351.849976,1351.849976,1347.839966,1369.209961,12.48,12.78,11.54,11.54,11.54,11.77,11.07,100.93,101.150002,100.739998,100.739998,100.739998,100.160004,100.349998,1.069679,1.062778,1.065973,1.065973,1.065973,1.071375,1.076079,112.877998,114.762001,114.980003,114.980003,114.980003,113.809998,112.779999,2.389,2.459,2.467,2.467,2.467,2.403,2.471,0.515,0.503,0.48,0.48,0.48,0.473,0.493,86.391609,86.323273,86.338448,86.338448,86.338448,86.687729,86.543449,1211.300049,1200.900024,1204.300049,1204.300049,1204.300049,1215.0,1210.300049,51.080002,51.369999,52.419998,52.419998,52.419998,52.75,53.18,17.235001,16.966999,16.997,16.997,16.997,17.15,17.149,2.608,2.6015,2.617,2.617,2.617,2.6395,2.7005,3.302,3.368,3.204,3.204,3.204,3.243,3.279,53.296047,53.125114,53.228893,53.228893,53.228893,53.228893,53.265518,84.58326,84.295334,84.44651,84.44651,84.44651,84.83519,84.58326,114.870003,114.769997,115.050003,115.050003,115.050003,115.790001,115.269997,195.771561,195.046341,195.762955,195.762955,195.762955,195.253525,196.505432
2017-01-19,2017-01-25,855,888.335022,898.171997,895.549011,922.205017,925.499023,910.677002,891.924011,904.614014,899.39801,927.367004,937.525024,928.265991,924.14502,903.252014,884.338013,887.007996,895.534973,897.564026,916.737976,892.286011,891.687012,899.072998,895.026001,921.789001,924.672974,921.012024,892.687012,901.541992,105625000,86728400,111158000,116573000,73588600,111349000,120831000,,,,,,,,1.404778,-0.45013,2.990193,0.312867,-0.395918,-3.075423,0.991947,2.282472,1.37947,3.554471,4.333201,1.2456,3.498387,1.296635,,,,,,,,2263.689941,2271.310059,2271.310059,2271.310059,2265.199951,2280.070068,2298.370117,5540.080078,5555.330078,5555.330078,5555.330078,5552.939941,5600.959961,5656.339844,19732.400391,19827.25,19827.25,19827.25,19799.849609,19912.710938,20068.509766,1345.73999,1351.849976,1351.849976,1351.849976,1347.839966,1369.209961,1382.439941,12.78,11.54,11.54,11.54,11.77,11.07,10.81,101.150002,100.739998,100.739998,100.739998,100.160004,100.349998,100.029999,1.062778,1.065973,1.065973,1.065973,1.071375,1.076079,1.072869,114.762001,114.980003,114.980003,114.980003,113.809998,112.779999,113.839996,2.459,2.467,2.467,2.467,2.403,2.471,2.523,0.503,0.48,0.48,0.48,0.473,0.493,0.483,86.323273,86.338448,86.338448,86.338448,86.687729,86.543449,86.262505,1200.900024,1204.300049,1204.300049,1204.300049,1215.0,1210.300049,1197.300049,51.369999,52.419998,52.419998,52.419998,52.75,53.18,52.75,16.966999,16.997,16.997,16.997,17.15,17.149,16.944,2.6015,2.617,2.617,2.617,2.6395,2.7005,2.7025,3.368,3.204,3.204,3.204,3.243,3.279,3.332,53.125114,53.228893,53.228893,53.228893,53.228893,53.265518,53.454762,84.295334,84.44651,84.44651,84.44651,84.83519,84.58326,84.259338,114.769997,115.050003,115.050003,115.050003,115.790001,115.269997,114.32,195.046341,195.762955,195.762955,195.762955,195.253525,196.505432,198.206284
2017-01-20,2017-01-26,856,898.171997,895.549011,922.205017,925.499023,910.677002,891.924011,902.39502,899.39801,927.367004,937.525024,928.265991,924.14502,903.252014,919.325989,887.007996,895.534973,897.564026,916.737976,892.286011,891.687012,902.223999,895.026001,921.789001,924.672974,921.012024,892.687012,901.541992,917.585999,86728400,111158000,116573000,73588600,111349000,120831000,131958000,,,,,,,,-0.45013,2.990193,0.312867,-0.395918,-3.075423,0.991947,1.779618,1.37947,3.554471,4.333201,1.2456,3.498387,1.296635,1.895178,,,,,,,,2271.310059,2271.310059,2271.310059,2265.199951,2280.070068,2298.370117,2296.679932,5555.330078,5555.330078,5555.330078,5552.939941,5600.959961,5656.339844,5655.180176,19827.25,19827.25,19827.25,19799.849609,19912.710938,20068.509766,20100.910156,1351.849976,1351.849976,1351.849976,1347.839966,1369.209961,1382.439941,1375.599976,11.54,11.54,11.54,11.77,11.07,10.81,10.63,100.739998,100.739998,100.739998,100.160004,100.349998,100.029999,100.379997,1.065973,1.065973,1.065973,1.071375,1.076079,1.072869,1.075199,114.980003,114.980003,114.980003,113.809998,112.779999,113.839996,113.292999,2.467,2.467,2.467,2.403,2.471,2.523,2.508,0.48,0.48,0.48,0.473,0.493,0.483,0.488,86.338448,86.338448,86.338448,86.687729,86.543449,86.262505,86.391609,1204.300049,1204.300049,1204.300049,1215.0,1210.300049,1197.300049,1189.5,52.419998,52.419998,52.419998,52.75,53.18,52.75,53.779999,16.997,16.997,16.997,17.15,17.149,16.944,16.813999,2.617,2.617,2.617,2.6395,2.7005,2.7025,2.666,3.204,3.204,3.204,3.243,3.279,3.332,3.382,53.228893,53.228893,53.228893,53.228893,53.265518,53.454762,53.430355,84.44651,84.44651,84.44651,84.83519,84.58326,84.259338,84.360123,115.050003,115.050003,115.050003,115.790001,115.269997,114.32,113.260002,195.762955,195.762955,195.762955,195.253525,196.505432,198.206284,197.999069
2017-01-21,2017-01-27,857,895.549011,922.205017,925.499023,910.677002,891.924011,902.39502,918.359009,927.367004,937.525024,928.265991,924.14502,903.252014,919.325989,923.223022,895.534973,897.564026,916.737976,892.286011,891.687012,902.223999,915.846008,921.789001,924.672974,921.012024,892.687012,901.541992,917.585999,919.75,111158000,116573000,73588600,111349000,120831000,131958000,125594000,,,,,,,,2.990193,0.312867,-0.395918,-3.075423,0.991947,1.779618,0.235836,3.554471,4.333201,1.2456,3.498387,1.296635,1.895178,0.803282,,,,,,,,2271.310059,2271.310059,2265.199951,2280.070068,2298.370117,2296.679932,2294.689941,5555.330078,5555.330078,5552.939941,5600.959961,5656.339844,5655.180176,5660.779785,19827.25,19827.25,19799.849609,19912.710938,20068.509766,20100.910156,20093.779297,1351.849976,1351.849976,1347.839966,1369.209961,1382.439941,1375.599976,1370.699951,11.54,11.54,11.77,11.07,10.81,10.63,10.58,100.739998,100.739998,100.160004,100.349998,100.029999,100.379997,100.529999,1.065973,1.065973,1.071375,1.076079,1.072869,1.075199,1.068296,114.980003,114.980003,113.809998,112.779999,113.839996,113.292999,114.455002,2.467,2.467,2.403,2.471,2.523,2.508,2.481,0.48,0.48,0.473,0.493,0.483,0.488,0.498,86.338448,86.338448,86.687729,86.543449,86.262505,86.391609,86.535873,1204.300049,1204.300049,1215.0,1210.300049,1197.300049,1189.5,1188.099976,52.419998,52.419998,52.75,53.18,52.75,53.779999,53.169998,16.997,16.997,17.15,17.149,16.944,16.813999,17.1,2.617,2.617,2.6395,2.7005,2.7025,2.666,2.68,3.204,3.204,3.243,3.279,3.332,3.382,3.391,53.228893,53.228893,53.228893,53.265518,53.454762,53.430355,53.47916,84.44651,84.44651,84.83519,84.58326,84.259338,84.360123,84.460945,115.050003,115.050003,115.790001,115.269997,114.32,113.260002,113.489998,195.762955,195.762955,195.253525,196.505432,198.206284,197.999069,197.688278
2017-01-22,2017-01-28,858,922.205017,925.499023,910.677002,891.924011,902.39502,918.359009,919.810974,937.525024,928.265991,924.14502,903.252014,919.325989,923.223022,923.911011,897.564026,916.737976,892.286011,891.687012,902.223999,915.846008,919.810974,924.672974,921.012024,892.687012,901.541992,917.585999,919.75,921.590027,116573000,73588600,111349000,120831000,131958000,125594000,68979600,,,,,,,,0.312867,-0.395918,-3.075423,0.991947,1.779618,0.235836,0.200057,4.333201,1.2456,3.498387,1.296635,1.895178,0.803282,0.445748,,,,,,,,2271.310059,2265.199951,2280.070068,2298.370117,2296.679932,2294.689941,2294.689941,5555.330078,5552.939941,5600.959961,5656.339844,5655.180176,5660.779785,5660.779785,19827.25,19799.849609,19912.710938,20068.509766,20100.910156,20093.779297,20093.779297,1351.849976,1347.839966,1369.209961,1382.439941,1375.599976,1370.699951,1370.699951,11.54,11.77,11.07,10.81,10.63,10.58,10.58,100.739998,100.160004,100.349998,100.029999,100.379997,100.529999,100.529999,1.065973,1.071375,1.076079,1.072869,1.075199,1.068296,1.068296,114.980003,113.809998,112.779999,113.839996,113.292999,114.455002,114.455002,2.467,2.403,2.471,2.523,2.508,2.481,2.481,0.48,0.473,0.493,0.483,0.488,0.498,0.498,86.338448,86.687729,86.543449,86.262505,86.391609,86.535873,86.535873,1204.300049,1215.0,1210.300049,1197.300049,1189.5,1188.099976,1188.099976,52.419998,52.75,53.18,52.75,53.779999,53.169998,53.169998,16.997,17.15,17.149,16.944,16.813999,17.1,17.1,2.617,2.6395,2.7005,2.7025,2.666,2.68,2.68,3.204,3.243,3.279,3.332,3.382,3.391,3.391,53.228893,53.228893,53.265518,53.454762,53.430355,53.47916,53.47916,84.44651,84.83519,84.58326,84.259338,84.360123,84.460945,84.460945,115.050003,115.790001,115.269997,114.32,113.260002,113.489998,113.489998,195.762955,195.253525,196.505432,198.206284,197.999069,197.688278,197.688278
